板块code,股票代码,股票名称
801001,688525,佰维存储
801001,301373,凌玮科技
801001,301129,瑞纳智能
801001,920876,慧为智能
801001,301308,江波龙
801001,688662,富信科技
801001,300303,聚飞光电
801001,300812,易天股份
801001,001309,德明利
801001,603175,超颖电子
801001,002885,京泉华
801001,603316,诚邦股份
801001,300042,朗科科技
801001,300227,光韵达
801001,002440,闰土股份
801001,300747,锐科激光
801001,300536,农尚环境
801001,003043,华亚智能
801001,601179,中国西电
801001,688766,普冉股份
801001,688372,伟测科技
801001,000988,华工科技
801001,003009,中天火箭
801001,920021,流金科技
801001,603938,三孚股份
801001,300782,卓胜微
801001,688048,长光华芯
801001,688603,天承科技
801001,300831,派瑞股份
801001,603663,三祥新材
801001,688186,广大特材
801001,603499,翔港科技
801001,688432,有研硅  
801001,300323,华灿光电
801001,300814,中富电路
801001,688359,三孚新科
801001,000711,ST京蓝
801001,600714,金瑞矿业
801001,688416,恒烁股份
801001,000519,中兵红箭
801001,600410,华胜天成
801001,002383,合众思壮
801001,688106,金宏气体
801001,300296,利亚德
801001,600468,百利电气
801001,600498,烽火通信
801001,301638,南网数字
801001,603421,鼎信通讯
801001,300179,四方达
801001,300475,香农芯创
801001,301135,瑞德智能
801001,001212,中旗新材
801001,002213,大为股份
801001,300397,天和防务
801001,002346,柘中股份
801001,002652,扬子新材
801001,301592,六九一二
801001,688179,阿拉丁  
801001,301571,国科天成
801001,688788,科思科技
801001,300102,乾照光电
801001,300594,朗进科技
801001,600406,国电南瑞
801001,300350,华鹏飞
801001,300376,易事特
801001,002881,美格智能
801001,301326,捷邦科技
801001,002536,飞龙股份
801001,688233,神工股份
801001,300414,中光防雷
801001,688419,耐科装备
801001,600525,ST长园  
801001,002298,中电鑫龙
801001,002903,宇环数控
801001,300097,ST智云
801001,688102,斯瑞新材
801001,300140,节能环境
801001,301259,艾布鲁
801001,600006,东风股份
801001,300353,东土科技
801001,002985,北摩高科
801001,301021,英诺激光
801001,300514,友讯达
801001,300322,硕贝德
801001,002028,思源电气
801001,300643,万通智控
801001,301499,维科精密
801001,600078,澄星股份
801001,300828,锐新科技
801001,301117,佳缘科技
801001,600378,昊华科技
801001,688035,德邦科技
801001,688375,国博电子
801001,003005,竞业达
801001,688027,国盾量子
801001,920026,卓兆点胶
801001,688090,瑞松科技
801001,300726,宏达电子
801001,300373,扬杰科技
801001,603986,兆易创新
801001,002471,中超控股
801001,300460,ST惠伦
801001,605178,时空科技
801001,603088,宁波精达
801001,600379,宝光股份
801001,688795,摩尔线程
801001,600973,宝胜股份
801001,688727,恒坤新材
801001,600879,航天电子
801001,301568,思泰克
801001,603120,肯特催化
801001,688028,沃尔德  
801001,002658,雪迪龙
801001,688611,杭州柯林
801001,002281,光迅科技
801001,000672,上峰水泥
801001,300283,温州宏丰
801001,300263,隆华科技
801001,600487,亨通光电
801001,002208,合肥城建
801001,920961,创远信科
801001,920249,利尔达
801001,688110,东芯股份
801001,002169,智光电气
801001,000559,万向钱潮
801001,000021,深科技
801001,300302,同有科技
801001,603123,翠微股份
801001,688809,强一股份
801001,300975,商络电子
801001,300936,中英科技
801001,000422,湖北宜化
801001,688205,德科立  
801001,603005,晶方科技
801001,000818,航锦科技
801001,688008,澜起科技
801001,000962,东方钽业
801001,603929,亚翔集成
801001,300715,凯伦股份
801001,688227,品高股份
801001,688332,中科蓝讯
801001,301235,华康洁净
801001,688387,信科移动
801001,300745,欣锐科技
801001,688709,成都华微
801001,600667,太极实业
801001,000620,盈新发展
801001,301071,力量钻石
801001,300192,科德教育
801001,300545,联得装备
801001,300810,中科海讯
801001,002851,麦格米特
801001,300223,北京君正
801001,002963,豪尔赛
801001,002131,利欧股份
801001,300120,经纬辉开
801001,000628,高新发展
801001,688498,源杰科技
801001,300405,科隆股份
801001,920402,硅烷科技
801001,002055,ST得润
801001,603977,国泰集团
801001,002455,百川股份
801001,300001,特锐德
801001,300731,科创新源
801001,002165,红宝丽
801001,002428,云南锗业
801001,600658,电子城  
801001,001255,博菲电气
801001,002151,北斗星通
801001,601727,上海电气
801001,688361,中科飞测
801001,002453,华软科技
801001,002334,英威腾
801001,000547,航天发展
801001,002977,天箭科技
801001,001358,兴欣新材
801001,002290,禾盛新材
801001,002465,海格通信
801001,600605,汇通能源
801001,300201,海伦哲
801001,002344,海宁皮城
801001,301563,云汉芯城
801001,688380,中微半导
801001,000056,皇庭国际
801001,301348,蓝箭电子
801001,601137,博威合金
801001,300236,上海新阳
801001,300667,必创科技
801001,300195,长荣股份
801001,002741,光华科技
801001,600372,中航机载
801001,300763,锦浪科技
801001,300513,恒实科技
801001,600118,中国卫星
801001,603010,万盛股份
801001,300476,胜宏科技
801001,920925,锦好医疗
801001,301159,三维天地
801001,002077,大港股份
801001,301059,金三江
801001,688729,屹唐股份
801001,002993,奥海科技
801001,002631,德尔未来
801001,688605,先锋精科
801001,600636,*ST国化 
801001,000576,甘化科工
801001,002514,宝馨科技
801001,002594,比亚迪
801001,603052,可川科技
801001,920807,奔朗新材
801001,002255,海陆重工
801001,002436,兴森科技
801001,688052,纳芯微  
801001,920489,佳先股份
801001,600736,苏州高新
801001,000670,盈方微
801001,600764,中国海防
801001,002407,多氟多
801001,688123,聚辰股份
801001,002201,九鼎新材
801001,605358,立昂微  
801001,300136,信维通信
801001,001229,魅视科技
801001,300793,佳禾智能
801001,300151,昌红科技
801001,301265,华新环保
801001,002405,四维图新
801001,300688,创业黑马
801001,688172,燕东微  
801001,600130,*ST波导 
801001,688262,国芯科技
801001,300123,亚光科技
801001,688392,骄成超声
801001,300101,振芯科技
801001,300820,英杰电气
801001,920015,锦华新材
801001,605589,圣泉集团
801001,688702,盛科通信
801001,600584,长电科技
801001,300862,蓝盾光电
801001,000063,中兴通讯
801001,002371,北方华创
801001,688116,天奈科技
801001,688181,八亿时空
801001,003031,中瓷电子
801001,002079,苏州固锝
801001,920570,坤博精工
801001,301379,天山电子
801001,300053,航宇微
801001,300567,精测电子
801001,002515,金字火腿
801001,603215,比依股份
801001,600733,北汽蓝谷
801001,000925,众合科技
801001,600770,综艺股份
801001,300005,探路者
801001,300063,天龙集团
801001,300111,向日葵
801001,300078,思创智联
801001,301013,利和兴
801001,601615,明阳智能
801001,002654,万润科技
801001,002660,茂硕电源
801001,001298,好上好
801001,002935,天奥电子
801001,920693,阿为特
801001,688025,杰普特  
801001,002827,高争民爆
801001,300623,捷捷微电
801001,600979,广安爱众
801001,002769,普路通
801001,002853,皮阿诺
801001,300846,首都在线
801001,603375,盛景微  
801001,300689,澄天伟业
801001,300857,协创数据
801001,300177,中海达
801001,002448,中原内配
801001,688449,联芸科技
801001,601929,吉视传媒
801001,002156,通富微电
801001,300672,国科微
801001,300416,苏试试验
801001,300394,天孚通信
801001,002547,春兴精工
801001,603296,华勤技术
801001,300632,光莆股份
801001,300776,帝尔激光
801001,600635,大众公用
801001,301528,多浦乐
801001,301128,强瑞技术
801001,688199,久日新材
801001,688592,司南导航
801001,300489,光智科技
801001,301200,大族数控
801001,600888,新疆众和
801001,301503,智迪科技
801001,688618,三旺通信
801001,301581,黄山谷捷
801001,603015,弘讯科技
801001,300456,赛微电子
801001,688783,西安奕材
801001,002598,山东章鼓
801001,600271,航天信息
801001,000811,冰轮环境
801001,000859,国风新材
801001,688627,精智达  
801001,002816,*ST和科
801001,002023,海特高新
801001,603125,常青科技
801001,002787,华源控股
801001,300604,长川科技
801001,688653,康希通信
801001,300480,光力科技
801001,300464,星徽股份
801001,002685,华东重机
801001,002277,友阿股份
801001,603867,新化股份
801001,002815,崇达技术
801001,603203,快克智能
801001,603156,养元饮品
801001,300219,鸿利智汇
801001,920971,天马新材
801001,002989,中天精装
801001,300184,力源信息
801001,300398,飞凯材料
801001,002409,雅克科技
801001,300115,长盈精密
801001,002184,海得控制
801001,301413,安培龙
801001,603212,赛伍技术
801001,301256,华融化学
801001,301488,豪恩汽电
801001,600877,电科芯片
801001,002119,康强电子
801001,300503,昊志机电
801001,300469,信息发展
801001,688228,开普云  
801001,301043,绿岛风
801001,000725,京东方Ａ
801001,688072,拓荆科技
801001,601117,中国化学
801001,301286,侨源股份
801001,300484,蓝海华腾
801001,920427,华维设计
801001,002825,纳尔股份
801001,000903,ST云动
801001,300241,瑞丰光电
801001,002575,群兴玩具
801001,300046,台基股份
801001,002360,同德化工
801001,600198,大唐电信
801001,603078,江化微  
801001,002171,楚江新材
801001,688522,纳睿雷达
801001,603601,再升科技
801001,603738,泰晶科技
801001,688721,龙图光罩
801001,301678,新恒汇
801001,300797,钢研纳克
801001,001268,联合精密
801001,920580,科创新材
801001,002917,金奥博
801001,300801,泰和科技
801001,300758,七彩化学
801001,688352,颀中科技
801001,600366,宁波韵升
801001,688591,泰凌微  
801001,688056,莱伯泰科
801001,300990,同飞股份
801001,002579,中京电子
801001,603803,瑞斯康达
801001,603776,永安行  
801001,300905,宝丽迪
801001,920509,同惠电子
801001,002617,露笑科技
801001,300162,雷曼光电
801001,688484,南芯科技
801001,300721,怡达股份
801001,300842,帝科股份
801001,300811,铂科新材
801001,603936,博敏电子
801001,300458,全志科技
801001,603893,瑞芯微  
801001,300418,昆仑万维
801001,600876,凯盛新能
801001,002506,协鑫集成
801001,920139,华岭股份
801001,301330,熵基科技
801001,000539,粤电力Ａ
801001,000100,TCL科技
801001,688305,科德数控
801001,002185,华天科技
801001,688325,赛微微电
801001,300751,迈为股份
801001,603931,格林达  
801001,603528,多伦科技
801001,002767,先锋电子
801001,688012,中微公司
801001,301099,雅创电子
801001,600171,上海贝岭
801001,000733,振华科技
801001,301325,曼恩斯特
801001,600423,柳化股份
801001,301522,上大股份
801001,600481,双良节能
801001,001287,中电港
801001,600703,三安光电
801001,600141,兴发集团
801001,600353,旭光电子
801001,002463,沪电股份
801001,603232,格尔软件
801001,688531,日联科技
801001,688589,力合微  
801001,301306,西测测试
801001,002979,雷赛智能
801001,002354,天娱数科
801001,300738,奥飞数据
801001,603806,福斯特  
801001,300661,圣邦股份
801001,920491,奥迪威
801001,002669,康达新材
801001,600207,安彩高科
801001,603004,鼎龙科技
801001,301269,华大九天
801001,300671,富满微
801001,002413,雷科防务
801001,688400,凌云光  
801001,300346,南大光电
801001,002148,北纬科技
801001,603030,全筑股份
801001,300824,北鼎股份
801001,300991,创益通
801001,300660,江苏雷利
801001,301536,星宸科技
801001,002180,纳思达
801001,605303,园林股份
801001,600797,浙大网新
801001,600444,国机通用
801001,688711,宏微科技
801001,002012,凯恩股份
801001,002725,跃岭股份
801001,300629,新劲刚
801001,688216,气派科技
801001,300786,国林科技
801001,300537,广信材料
801001,600552,凯盛科技
801001,688100,威胜信息
801001,603306,华懋科技
801001,300047,天源迪科
801001,603007,*ST花王 
801001,300054,鼎龙股份
801001,301307,美利信
801001,688103,国力电子
801001,603633,徕木股份
801001,002430,杭氧股份
801001,600889,南京化纤
801001,688130,晶华微  
801001,600206,有研新材
801001,688439,振华风光
801001,688347,华虹公司
801001,300739,明阳电路
801001,601609,金田股份
801001,002376,新北洋
801001,688279,峰岹科技
801001,688167,炬光科技
801001,000651,格力电器
801001,605151,西上海  
801001,300412,迦南科技
801001,600459,贵研铂业
801001,688268,华特气体
801001,300870,欧陆通
801001,603948,建业股份
801001,688378,奥来德  
801001,002008,大族激光
801001,301275,汉朔科技
801001,002245,蔚蓝锂芯
801001,688099,晶晨股份
801001,301209,联合化学
801001,002962,五方光电
801001,300252,金信诺
801001,600839,四川长虹
801001,600962,国投中鲁
801001,688401,路维光电
801001,300287,飞利信
801001,002218,拓日新能
801001,600120,浙江东方
801001,688270,臻镭科技
801001,300724,捷佳伟创
801001,688390,固德威  
801001,600509,天富能源
801001,603687,大胜达  
801001,600360,*ST华微 
801001,300327,中颖电子
801001,603516,淳中科技
801001,002992,宝明科技
801001,002037,保利联合
801001,688807,优迅股份
801001,002819,东方中科
801001,000581,威孚高科
801001,688535,华海诚科
801001,603678,火炬电子
801001,000066,中国长城
801001,603688,石英股份
801001,688458,美芯晟  
801001,002559,亚威股份
801001,603927,中科软  
801001,603991,至正股份
801001,688019,安集科技
801001,601208,东材科技
801001,300787,海能实业
801001,301115,联检科技
801001,300809,华辰装备
801001,301338,凯格精机
801001,301205,联特科技
801001,002212,天融信
801001,300455,航天智装
801001,300304,云意电气
801001,688135,利扬芯片
801001,600850,电科数字
801001,688689,银河微电
801001,300650,太龙股份
801001,300250,初灵信息
801001,300507,苏奥传感
801001,000969,安泰科技
801001,300554,三超新材
801001,688726,拉普拉斯
801001,002967,广电计量
801001,688323,瑞华泰  
801001,688209,英集芯  
801001,300256,星星科技
801001,688010,福光股份
801001,000417,合百集团
801001,603290,斯达半导
801001,600520,三佳科技
801001,000881,中广核技
801001,603933,睿能科技
801001,002324,普利特
801001,002553,南方精工
801001,300145,南方泵业
801001,920579,机科股份
801001,000551,创元科技
801001,301118,恒光股份
801001,600637,东方明珠
801001,600476,湘邮科技
801001,002049,紫光国微
801001,300079,数码视讯
801001,002845,同兴达
801001,300659,中孚信息
801001,300873,海晨股份
801001,603322,超讯通信
801001,600246,万通发展
801001,301510,固高科技
801001,300700,岱勒新材
801001,603690,至纯科技
801001,603978,深圳新星
801001,688385,复旦微电
801001,002542,中化岩土
801001,301322,绿通科技
801001,600641,先导基电
801001,002796,世嘉科技
801001,601026,道生天合
801001,301369,联动科技
801001,300218,安利股份
801001,000062,深圳华强
801001,603650,彤程新材
801001,688159,有方科技
801001,300730,科创信息
801001,002175,东方智造
801001,002516,旷达科技
801001,002076,*ST星光
801001,301319,唯特偶
801001,300652,雷迪克
801001,688030,山石网科
801001,603519,立霸股份
801001,003026,中晶科技
801001,300593,新雷能
801001,300553,集智股份
801001,300037,新宙邦
801001,002402,和而泰
801001,300586,美联新材
801001,301392,汇成真空
801001,300400,劲拓股份
801001,300333,兆日科技
801001,601789,宁波建工
801001,600748,上实发展
801001,688045,必易微  
801001,601908,京运通  
801001,301029,怡合达
801001,002326,永太科技
801001,603659,璞泰来  
801001,300563,神宇股份
801001,600460,士兰微  
801001,688699,明微电子
801001,300497,富祥药业
801001,603800,洪田股份
801001,002975,博杰股份
801001,600834,申通地铁
801001,603165,荣晟环保
801001,600935,华塑股份
801001,600619,海立股份
801001,002429,兆驰股份
801001,002983,芯瑞达
801001,301112,信邦智能
801001,600651,飞乐音响
801001,002414,高德红外
801001,688148,芳源股份
801001,688002,睿创微纳
801001,300310,宜通世纪
801001,600076,康欣新材
801001,603002,宏昌电子
801001,002916,深南电路
801001,301195,北路智控
801001,301418,协昌科技
801001,605365,立达信  
801001,920267,鑫汇科
801001,300386,飞天诚信
801001,300665,飞鹿股份
801001,603160,汇顶科技
801001,000016,深康佳Ａ
801001,603019,中科曙光
801001,002161,远望谷
801001,300960,通业科技
801001,600208,衢州发展
801001,688601,力芯微  
801001,688391,钜泉科技
801001,000936,华西股份
801001,688545,兴福电子
801001,300493,润欣科技
801001,603358,华达科技
801001,300408,三环集团
801001,688798,艾为电子
801001,301421,波长光电
801001,300319,麦捷科技
801001,002643,万润股份
801001,300608,思特奇
801001,600587,新华医疗
801001,688200,华峰测控
801001,002273,水晶光电
801001,002990,盛视科技
801001,688300,联瑞新材
801001,002745,木林森
801001,300200,高盟新材
801001,688261,东微半导
801001,300098,高新兴
801001,300678,中科信息
801001,300260,新莱应材
801001,300445,康斯特
801001,300131,英唐智控
801001,603061,金海通  
801001,688187,时代电气
801001,002392,北京利尔
801001,603595,ST东尼  
801001,300410,正业科技
801001,000938,紫光股份
801001,688298,东方生物
801001,300579,数字认证
801001,600981,苏豪汇鸿
801001,300206,理邦仪器
801001,600203,福日电子
801001,300825,阿尔特
801001,002137,实益达
801001,300598,诚迈科技
801001,688596,正帆科技
801001,002584,西陇科学
801001,688549,中巨芯  
801001,688320,禾川科技
801001,300217,东方电热
801001,002067,景兴纸业
801001,300077,国民技术
801001,300576,容大感光
801001,600071,凤凰光学
801001,601133,柏诚股份
801001,600699,均胜电子
801001,600895,张江高科
801001,002368,太极股份
801001,002786,银宝山新
801001,600742,富维股份
801001,300183,东软载波
801001,300331,苏大维格
801001,920981,晶赛科技
801001,603118,共进股份
801001,003029,吉大正元
801001,300390,天华新能
801001,603607,京华激光
801001,300231,银信科技
801001,601238,广汽集团
801001,002222,福晶科技
801001,688256,寒武纪  
801001,002194,武汉凡谷
801001,688053,ST思科瑞
801001,688376,美埃科技
801001,300708,聚灿光电
801001,688469,芯联集成
801001,002129,TCL中环
801001,603360,百傲化学
801001,002183,怡亚通
801001,688785,恒运昌  
801001,688120,华海清科
801001,603408,建霖家居
801001,001314,亿道信息
801001,002925,盈趣科技
801001,300307,慈星股份
801001,600633,浙数文化
801001,300963,中洲特材
801001,300620,光库科技
801001,300395,菲利华
801001,688182,灿勤科技
801001,688775,影石创新
801001,600106,重庆路桥
801001,688981,中芯国际
801001,300293,蓝英装备
801001,002367,康力电梯
801001,300121,阳谷华泰
801001,300012,华测检测
801001,688127,蓝特光学
801001,300806,斯迪克
801001,688508,芯朋微  
801001,300903,科翔股份
801001,002655,共达电声
801001,300838,浙江力诺
801001,300613,富瀚微
801001,603260,合盛硅业
801001,603773,沃格光电
801001,000032,深桑达Ａ
801001,300663,科蓝软件
801001,002243,力合科创
801001,603379,三美股份
801001,688683,莱尔科技
801001,300203,聚光科技
801001,300655,晶瑞电材
801001,300429,强力新材
801001,000536,华映科技
801001,603185,弘元绿能
801001,688556,高测股份
801001,600060,海信视像
801001,300031,宝通科技
801001,688047,龙芯中科
801001,301607,富特科技
801001,688153,唯捷创芯
801001,601633,长城汽车
801001,688327,云从科技
801001,688362,甬矽电子
801001,603823,百合花  
801001,603726,朗迪集团
801001,688459,哈铁科技
801001,688211,中科微至
801001,300802,矩子科技
801001,688049,炬芯科技
801001,603324,盛剑科技
801001,920526,凯华材料
801001,688489,三未信安
801001,300522,世名科技
801001,688630,芯碁微装
801001,600172,黄河旋风
801001,688173,希荻微  
801001,300538,同益股份
801001,300324,旋极信息
801001,688559,海目星  
801001,603216,梦天家居
801001,688536,思瑞浦  
801001,688252,天德钰  
801001,300752,隆利科技
801001,600604,市北高新
801001,603928,兴业股份
801001,301360,荣旗科技
801001,688286,敏芯股份
801001,688379,华光新材
801001,003019,宸展光电
801001,000935,四川双马
801001,688213,思特威  
801001,603283,赛腾股份
801001,002404,嘉欣丝绸
801001,688757,胜科纳米
801001,002387,维信诺
801001,600745,闻泰科技
801001,301132,满坤科技
801001,603266,天龙股份
801001,688720,艾森股份
801001,688082,盛美上海
801001,688112,鼎阳科技
801001,688381,帝奥微  
801001,600273,嘉化能源
801001,688733,壹石通  
801001,300019,硅宝科技
801001,688328,深科达  
801001,002449,国星光电
801001,603025,大豪科技
801001,688088,虹软科技
801001,688383,新益昌  
801001,688206,概伦电子
801001,301248,杰创智能
801001,603256,宏和科技
801001,301273,瑞晨环保
801001,688259,创耀科技
801001,000825,太钢不锈
801001,300943,春晖智控
801001,688143,长盈通  
801001,688620,安凯微  
801001,002152,广电运通
801001,605111,新洁能  
801001,601766,中国中车
801001,920368,连城数控
801001,688230,芯导科技
801001,688061,灿瑞科技
801001,002236,大华股份
801001,600753,*ST海钦 
801001,601512,中新集团
801001,688079,美迪凯  
801001,300706,阿石创
801001,600094,大名城  
801001,002081,金螳螂
801001,688602,康鹏科技
801001,300134,大富科技
801001,688478,晶升股份
801001,688037,芯源微  
801001,688608,恒玄科技
801001,002902,铭普光磁
801001,002237,恒邦股份
801001,601138,工业富联
801001,301366,一博科技
801001,603352,至信股份
801001,688041,海光信息
801001,688661,和林微纳
801001,688368,晶丰明源
801001,603075,热威股份
801001,688249,晶合集成
801001,688220,翱捷科技
801001,000810,创维数字
801001,688126,沪硅产业
801001,603661,恒林股份
801001,002036,联创电子
801001,002065,东华软件
801001,002158,汉钟精机
801001,301312,智立方
801001,002889,东方嘉盛
801001,301036,双乐股份
801001,688396,华润微  
801001,688409,富创精密
801001,301236,软通动力
801001,300232,洲明科技
801001,688313,仕佳光子
801001,688515,裕太微  
801001,688595,芯海科技
801001,603058,永吉股份
801001,301611,珂玛科技
801001,300691,联合光电
801001,000920,沃顿科技
801001,603068,博通集成
801001,300045,华力创通
801001,003040,楚天龙
801001,002268,电科网安
801001,300041,回天新材
801001,688700,东威科技
801001,688456,有研粉材
801001,300516,久之洋
801001,605580,恒盛能源
801001,920179,凯德石英
801001,603297,永新光学
801001,688503,聚和材料
801001,688518,联赢激光
801001,688170,德龙激光
801001,688502,茂莱光学
801001,603501,豪威集团
801001,000541,佛山照明
801001,002960,青鸟消防
801001,688571,杭华股份
801001,002073,软控股份
801001,688403,汇成股份
801001,688001,华兴源创
801001,688138,清溢光电
801001,002046,国机精工
801001,300912,凯龙高科
801001,688548,广钢气体
801001,688693,锴威特  
801001,002104,恒宝股份
801001,301050,雷电微力
801001,600330,天通股份
801001,600183,生益科技
801001,600105,永鼎股份
801001,688652,京仪装备
801001,688258,卓易信息
801001,003022,联泓新科
801001,688665,四方光电
801001,300548,长芯博创
801001,600288,大恒科技
801001,688125,安达智能
801001,603286,日盈电子
801001,603960,克来机电
801001,600167,联美控股
801001,601686,友发集团
801001,002850,科达利
801001,603186,华正新材
801001,688055,龙腾光电
801001,300032,金龙机电
801001,688343,云天励飞
801001,301226,祥明智能
801001,002943,宇晶股份
801001,300316,晶盛机电
801001,002338,奥普光电
801001,300446,航天智造
801001,000685,中山公用
801001,688691,灿芯股份
801001,301095,广立微
801001,300666,江丰电子
801001,688512,慧智微  
801001,300285,国瓷材料
801001,002549,凯美特气
801001,600160,巨化股份
801001,688584,上海合晶
801001,688147,微导纳米
801001,688195,腾景科技
801001,688234,天岳先进
801001,688519,南亚新材
801001,301297,富乐德
801001,688107,安路科技
801001,688157,松井股份
801001,688146,中船特气
801001,300606,金太阳
801001,688018,乐鑫科技
801001,300465,高伟达
801001,601869,长飞光纤
801001,301629,矽电股份
801001,300502,新易盛
801001,002444,巨星科技
801001,920719,宁新新材
801001,688610,埃科光电
801001,688598,金博股份
801001,688593,新相微  
801001,688003,天准科技
801001,600367,红星发展
801001,300370,安控科技
801001,688521,芯原股份
801001,605588,冠石科技
801001,688486,龙迅股份
801001,300757,罗博特科
801001,688790,昂瑞微  
801001,603163,圣晖集成
801001,688141,杰华特  
801001,000981,山子高科
801001,002971,和远气体
801001,605255,天普股份
801001,301511,德福科技
801001,600869,远东股份
801001,003017,大洋生物
801001,920207,众诚科技
801001,688530,欧莱新材
801001,300308,中际旭创
801001,300656,民德电子
801001,601636,旗滨集团
801001,002957,科瑞技术
801001,002149,西部材料
801001,002647,*ST仁东
801001,300139,晓程科技
801001,001270,*ST铖昌
801001,605090,九丰能源
801001,600623,华谊集团
801001,300474,景嘉微
801001,688728,格科微  
801001,300339,润和软件
801001,603155,新亚强  
801001,600506,统一股份
801001,603031,安孚科技
801001,000593,德龙汇能
801001,603353,和顺石油
801001,600800,渤海化学
801001,300135,宝利国际
801001,300228,富瑞特装
801001,300435,中泰股份
801001,688307,中润光学
801002,600108,亚盛集团
801002,603968,醋化股份
801002,600191,华资实业
801002,002286,保龄宝
801002,002166,莱茵生物
801002,603739,蔚蓝生物
801002,600866,星湖科技
801002,000659,珠海中富
801002,600873,梅花生物
801002,605016,百龙创园
801002,000930,中粮科技
801002,605300,佳禾食品
801002,301206,三元生物
801002,002597,金禾实业
801002,688101,三达膜  
801002,002701,奥瑞金
801002,605077,华康股份
801002,600210,紫江企业
801003,300265,通光线缆
801003,688662,富信科技
801003,000890,法尔胜
801003,603045,福达合金
801003,603618,杭电股份
801003,002885,京泉华
801003,300227,光韵达
801003,300747,锐科激光
801003,000988,华工科技
801003,002897,意华股份
801003,920021,流金科技
801003,300565,科信技术
801003,300044,ST赛为
801003,300351,永贵电器
801003,600498,烽火通信
801003,000070,特发信息
801003,603421,鼎信通讯
801003,603042,华脉科技
801003,300711,广哈通信
801003,300397,天和防务
801003,002491,通鼎互联
801003,920556,雅达股份
801003,300964,本川智能
801003,300376,易事特
801003,002881,美格智能
801003,600131,国网信通
801003,688682,霍莱沃  
801003,300414,中光防雷
801003,002298,中电鑫龙
801003,002528,ST英飞拓
801003,300279,和晶科技
801003,600006,东风股份
801003,300353,东土科技
801003,300514,友讯达
801003,300322,硕贝德
801003,688375,国博电子
801003,300726,宏达电子
801003,300460,ST惠伦
801003,301568,思泰克
801003,003021,兆威机电
801003,002281,光迅科技
801003,000586,汇源通信
801003,600487,亨通光电
801003,002953,日丰股份
801003,920961,创远信科
801003,920249,利尔达
801003,688205,德科立  
801003,688655,迅捷兴  
801003,002426,胜利精密
801003,002316,亚联发展
801003,688387,信科移动
801003,300557,理工光科
801003,301517,陕西华达
801003,688498,源杰科技
801003,300731,科创新源
801003,300099,尤洛卡
801003,300520,科大国创
801003,603496,恒为科技
801003,688292,浩瀚深度
801003,002929,润建股份
801003,301516,中远通
801003,601137,博威合金
801003,002741,光华科技
801003,300852,四会富仕
801003,002638,勤上股份
801003,600537,亿晶光电
801003,301390,经纬股份
801003,300328,宜安科技
801003,605258,协和电子
801003,688668,鼎通科技
801003,002201,九鼎新材
801003,002276,万马股份
801003,605358,立昂微  
801003,300136,信维通信
801003,002848,*ST高斯
801003,002578,闽发铝业
801003,002446,盛路通信
801003,002313,日海智能
801003,300123,亚光科技
801003,300101,振芯科技
801003,920640,富士达
801003,688702,盛科通信
801003,000063,中兴通讯
801003,000823,超声电子
801003,003031,中瓷电子
801003,301141,中科磁业
801003,003032,*ST传智
801003,301013,利和兴
801003,002660,茂硕电源
801003,002484,江海股份
801003,002396,星网锐捷
801003,603912,佳力图  
801003,300623,捷捷微电
801003,600405,动力源  
801003,300050,世纪鼎利
801003,002364,中恒电气
801003,300689,澄天伟业
801003,300597,吉大通信
801003,002448,中原内配
801003,601929,吉视传媒
801003,300394,天孚通信
801003,002547,春兴精工
801003,603703,盛洋科技
801003,688418,震有科技
801003,300602,飞荣达
801003,688618,三旺通信
801003,000636,风华高科
801003,600601,方正科技
801003,002816,*ST和科
801003,002023,海特高新
801003,002544,普天科技
801003,301041,金百泽
801003,002815,崇达技术
801003,002335,科华数据
801003,600522,中天科技
801003,002384,东山精密
801003,300184,力源信息
801003,301632,广东建科
801003,300115,长盈精密
801003,300368,汇金股份
801003,002837,英维克
801003,600775,南京熊猫
801003,300698,万马科技
801003,301314,科瑞思
801003,002522,浙江众成
801003,300299,富春股份
801003,603602,纵横通信
801003,300560,中富通
801003,300590,移为通信
801003,600198,大唐电信
801003,603738,泰晶科技
801003,300638,广和通
801003,688591,泰凌微  
801003,301486,致尚科技
801003,002583,海能达
801003,002097,山河智能
801003,603803,瑞斯康达
801003,300939,秋田微
801003,002909,集泰股份
801003,301251,威尔高
801003,300635,中达安
801003,603936,博敏电子
801003,002587,奥拓电子
801003,601728,中国电信
801003,300002,神州泰岳
801003,688312,燕麦科技
801003,000733,振华科技
801003,300504,天邑股份
801003,600703,三安光电
801003,600353,旭光电子
801003,002463,沪电股份
801003,002439,启明星辰
801003,300684,中石科技
801003,603206,嘉环科技
801003,002913,奥士康
801003,002976,瑞玛精密
801003,002217,合力泰
801003,002669,康达新材
801003,002642,荣联科技
801003,002148,北纬科技
801003,002093,国脉科技
801003,301329,信音电子
801003,301419,阿莱德
801003,603386,骏亚科技
801003,002725,跃岭股份
801003,300074,华平股份
801003,300537,广信材料
801003,300047,天源迪科
801003,301307,美利信
801003,600206,有研新材
801003,301185,鸥玛软件
801003,300739,明阳电路
801003,600776,东方通信
801003,605058,澳弘电子
801003,002766,索菱股份
801003,300517,海波重科
801003,300252,金信诺
801003,300496,中科创达
801003,600839,四川长虹
801003,688183,生益电子
801003,603271,永杰新材
801003,603220,中贝通信
801003,300644,南京聚隆
801003,002965,祥鑫科技
801003,688807,优迅股份
801003,002819,东方中科
